"Category","Name","Manufacturer","Scheme","Assurance Level","Protection Profile(s)","Certification Date","Archived Date","Certification Report URL","Security Target URL","Maintenance Date","Maintenance Title","Maintenance Report","Maintenance ST"
"Other Devices and Systems","Océ Digital Access Controller V7.3.6","Océ N.V.","DE","EAL2+,ALC_FLR.1","","02/11/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/0268a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0268b.pdf","09/14/2005","Océ Digital Access Controler (DAC) Version 7.3.10","http://www.commoncriteriaportal.org:80/files/epfiles/0268a_ma01.pdf",""
"Other Devices and Systems","Océ Digital Access Controller V7.3.6","Océ N.V.","DE","EAL2+,ALC_FLR.1","","02/11/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/0268a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0268b.pdf","","","",""
"Other Devices and Systems","InCrypto34v2","ST INCARD S.r.I","DE","EAL4+,AVA_MSU.3,AVA_VLA.4","","02/02/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/0202a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0202b.pdf","","","",""
"Other Devices and Systems","ACTIA IS2000 Motion Sensor - SMARTACH LxRy (references 921442 indice A, 921443 indice A, 921444 indice A, 921445 indice A, 921446 indice A, 921447 indice A, 921448 indice A, 921449 indice A, 921450 indice A, 921451 indice A, 921460 indice A)","ACTIA","DE","EAL4+,ALC_FLR.1","","01/25/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/2005_02.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2005_02.pdf","","","",""
"Other Devices and Systems","Java Intelligent Agent Componentware IV, Version 4.3.11","DAI Labor, Technische Universität Berlin","DE","EAL3","","01/19/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/0248a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0248b.pdf","","","",""
"Other Devices and Systems","ACTIA L2000 Digital Tachograph - SMARTACH Famille Standard (references 921435 Indice B, 921439 Indice B et 921463 Indice B)","ACTIA","DE","EAL4+,ALC_FLR.1","MRTD_ICAO_EAC_V1.1","01/18/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/2005_01.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2005_01.pdf","","","",""
"Other Devices and Systems","ACTIA L2000 Digital Tachograph – SMARTACH Famille Standard    (références 921435 Indice B, 921439 Indice B et 921463 Indice B)","ACTIA","FR","EAL1","MRTD_ICAO_EAC_V1.2","01/18/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/2005_01.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2005_01.pdf","","","",""
"Other Devices and Systems","ACTIA L2000 Digital Tachograph – SMARTACH Famille Standard   (références 921435 Indice B, 921439 Indice B et 921463 Indice B)","ACTIA","FR","EAL4+,ALC_FLR.1","MRTD_ICAO_EAC_V1.2","01/18/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/2005_01.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2005_01.pdf","","","",""
"Other Devices and Systems","ACOS EMV-A03V0, Konfiguration A","Austria Card plastikkarten und Ausweissysteme Gmbh","DE","EAL4+,AVA_MSU.3,AVA_VLA.4","","11/24/2004","","http://www.commoncriteriaportal.org:80/files/epfiles/0220a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0220b.pdf","","","",""
"Other Devices and Systems","HOBLink Secure, Version 3.1","HOB GmbH & Co. KG","DE","EAL2","","10/27/2004","","http://www.commoncriteriaportal.org:80/files/epfiles/0260a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0260b.pdf","","","",""
"Other Devices and Systems","Thales Operator Terminal Adapter (OTA)","Thales Norway AS","NO","EAL5","","05/19/2004","","http://www.commoncriteriaportal.org:80/files/epfiles/20040519_SERTIT-003_CR_issue_1_0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/3aq-21900-xaaa-sczza-8_public.pdf","","","",""
"Other Devices and Systems","IBM Tivoli Access Manager for e-business 4.1 with Fixpack 5","IBM Corporation","DE","EAL3+,ALC_FLR.1","","10/01/2003","","http://www.commoncriteriaportal.org:80/files/epfiles/0222a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0222b.pdf","","","",""
"Other Devices and Systems","KnoWho Authentication Server v1.2.2 and Private ID v2.1.15","Iridian Technologies, Inc.","AU","EAL2","","10/01/2003","","http://www.commoncriteriaportal.org:80/files/epfiles/KnoWhoAuthServerCR.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/KnoWhoAuthServerST.pdf","","","",""
"Other Devices and Systems","ICitizen Tachograph : Carte tachygraphique version 0.9.0 (réf. : M256LFCHRON_SI_A5_05_01)","Schlumberger Systemes, Infineon Technologies","FR","EAL4+,ADV_IMP.2,ALC_DVS.2,ATE_DPT.2,ADO_IGS.2,AVA_MSU.3,AVA_VLA.4","","08/27/2003","","http://www.commoncriteriaportal.org:80/files/epfiles/dcssi_2003-12en.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/dcssi-cible_2003-12en.pdf","03/01/2006","Rapport de maintenance M-2006/04","http://www.commoncriteriaportal.org:80/files/epfiles/dcssi_m-2006-04fr.pdf",""
"Other Devices and Systems","ICitizen Tachograph : Carte tachygraphique version 0.9.0 (réf. : M256LFCHRON_SI_A5_05_01)","Schlumberger Systemes, Infineon Technologies","FR","EAL4+,ADV_IMP.2,ALC_DVS.2,ATE_DPT.2,ADO_IGS.2,AVA_MSU.3,AVA_VLA.4","","08/27/2003","","http://www.commoncriteriaportal.org:80/files/epfiles/dcssi_2003-12en.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/dcssi-cible_2003-12en.pdf","06/17/2009","Maintenance Report DCSSI-2003/12-M02","http://www.commoncriteriaportal.org:80/files/epfiles/dcssi_2003-12-m02en.pdf",""
"Other Devices and Systems","ICitizen Tachograph : Carte tachygraphique version 0.9.0 (réf. : M256LFCHRON_SI_A5_05_01)","Schlumberger Systemes, Infineon Technologies","FR","EAL4+,ADV_IMP.2,ALC_DVS.2,ATE_DPT.2,ADO_IGS.2,AVA_MSU.3,AVA_VLA.4","","08/27/2003","","http://www.commoncriteriaportal.org:80/files/epfiles/dcssi_2003-12en.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/dcssi-cible_2003-12en.pdf","","","",""
"Other Devices and Systems","DEP/PCI Version 3.0 Host Security Module (Hardware & Software)","Banksys N.V.","DE","EAL3+,ADV_FSP.2","","08/01/2003","","http://www.commoncriteriaportal.org:80/files/epfiles/0198a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0198b.pdf","","","",""
"Other Devices and Systems","Messaging Management System, V4.6","Tumbleweed Communications Pty. Ltd.","AU","EAL2","","03/01/2002","","http://www.commoncriteriaportal.org:80/files/epfiles/MessageManagementSystemCR.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/MessageManagementSystemST.pdf","","","",""
"Other Devices and Systems","Smart Card IC Development flow, Smart Card IC Development section in Kumamoto, NEC - Japan","NEC Smart Card IC development Section, Kumamoto (Japan)","FR","EAL1+,AVA_VLA.2","","01/01/2002","","http://www.commoncriteriaportal.org:80/files/epfiles/2002_08.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2002_08.pdf","","","",""
"Other Devices and Systems","VPN IPSec administration service, Netcelo","Netcelo","FR","EAL1+,AVA_VLA.2","","01/01/2002","","http://www.commoncriteriaportal.org:80/files/epfiles/2002_11.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2002_11.pdf","","","",""
"Other Devices and Systems","CZ6 production line on the NEC site in Yamaguchi, Japan","NEC Yamaguchi Ltd, NEC SCAC","FR","EAL1+,AVA_VLA.2","","01/01/2001","","http://www.commoncriteriaportal.org:80/files/epfiles/2001_11.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2001_11.pdf","","","",""
"Other Devices and Systems","Partitioning of virtual private networks as part of the Equant IP VPN service (version 1.0)","Equant, France Telecom Transpac","FR","EAL1+,AVA_VLA.2","","01/01/2001","","http://www.commoncriteriaportal.org:80/files/epfiles/2001_24.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2001_24.pdf","","","",""
"Products for Digital Signatures","CoSign v8.2","ARX","IT","EAL4+,ALC_FLR.1,ATE_DPT.2,AVA_VAN.5","","09/12/2016","","http://www.commoncriteriaportal.org:80/files/epfiles/rc_arx_cosign_82_v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/st_arx_cosign_82_v2.6.pdf","","","",""
"Products for Digital Signatures","MetaSIGN-Applet, Version 3.3.5","BULL S.A.","FR","EAL3+,ALC_FLR.3,AVA_VAN.3","PP-ACSE_CCV3.1,PP_DCSSI_ELEC_SIG_VERIFY_MODULE_V1.7","03/25/2016","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2016_10.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi_cible_2016_10.pdf","","","",""
"Products for Digital Signatures","MetaSIGN-API, Version 3.3.5","BULL S.A.","FR","EAL3+,ALC_FLR.3,AVA_VAN.3","","03/21/2016","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2016_09.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi_cible_2016_09.pdf","","","",""
"Products for Digital Signatures","nShield HSM Family v11.72.02","Thales e-Security Ltd","IT","EAL4+,AVA_VAN.5","","03/10/2016","","http://www.commoncriteriaportal.org:80/files/epfiles/rc_thales_nshield_v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/st_thales_nshield_v1.0_public.pdf","","","",""
"Products for Digital Signatures","SIAVAL SafeCert Manager v 2.4.02-20150611-1657","SIA Sistemas Informáticos Abiertos S.A.","ES","EAL4+,ALC_FLR.1,AVA_VAN.5","","11/06/2015","","http://www.commoncriteriaportal.org:80/files/epfiles/2014-56-INF-1500.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2014-56-ST.pdf","","","",""
"Products for Digital Signatures","CoSign v7.5","ARX","IT","EAL4+,ALC_FLR.1,AVA_VAN.5","","10/06/2015","","http://www.commoncriteriaportal.org:80/files/epfiles/rc_arx_cosign_75_v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/st_arx_cosign_75_v1.23.pdf","","","",""
"Products for Digital Signatures","ID&Trust CNS Card: NXP JCOP 2.4.2 R3 Smart Card with ID&Trust HTCNS v1.03","ID&Trust Ltd.","TR","EAL4+,AVA_VAN.5","PP_SSCD_PART2_V1.03","08/25/2015","","http://www.commoncriteriaportal.org:80/files/epfiles/cr 24082015.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Security Target lite for IDTrust SSCD Application_v1 00 (00000002).pdf","","","",""
"Products for Digital Signatures","CoSign v7.1","ARX","IT","EAL4+,AVA_VAN.5","","07/23/2015","","http://www.commoncriteriaportal.org:80/files/epfiles/rc_arx_cosign_v1.1.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/tds_arx_cosign_1.19.pdf","","","",""
"Products for Digital Signatures","Applicazione Firma Elettronica Avanzata di CheBanca! v. 1.0","CheBanca! S.p.A.","IT","EAL1,ASE_OBJ.2,ASE_REQ.2,ASE_SPD.1","","03/05/2015","","http://www.commoncriteriaportal.org:80/files/epfiles/rc_fea_chebanca_v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/tds_fea_chebanca_v3.4.pdf","","","",""
"Products for Digital Signatures","cv act ePasslet Suite v2.1 – Java Card applet configuration providing Secure Signature Device with Key generation (SSCD)","NXP Semiconductors Germany GmbH Business Line Identification","DE","EAL4+,AVA_VAN.5","PP_SSCD_PART2_V1.03","12/22/2014","","http://www.commoncriteriaportal.org:80/files/epfiles/0914a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0914b_pdf.pdf","","","",""
"Products for Digital Signatures","AKD eID Card 1.0","Agencija za komercijalnu djelatnost d.o.o.","DE","EAL4+,ALC_DVS.2,AVA_VAN.5","PP_SSCD_PART2_V1.03,PP_SSCD_PART3_V1.0.2,P_SSCD_PART4_V1.0.1","10/29/2014","","http://www.commoncriteriaportal.org:80/files/epfiles/0821a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0821b_pdf.pdf","","","",""
"Products for Digital Signatures","CardOS V5.3 QES, V1.0","Atos IT Solutions and Services GmbH","DE","EAL4+,AVA_VAN.5","PP_SSCD_PART2_V1.03","08/06/2014","","http://www.commoncriteriaportal.org:80/files/epfiles/0921a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0921b_pdf.pdf","","","",""
"Products for Digital Signatures","EzIdentityTM mSignTM (Android v2.0.0.1 & iOS v2.0.0.1) and EzIdentityTM Authentication Platform v4.0.0.2","EZMCOM Inc.","MY","EAL2","","12/27/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ISCB-5-RPT-C053-CR-v1a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/EZMCOM EzIdentity Security Target v1.1.pdf","","","",""
"Products for Digital Signatures","ST3 Ace (ST3 Ace Token Manager v1.0.13.927, ST3 Ace Middleware v1.0.13.910, and SecureCOS Firmware v5.2)","SecureMetric Technology Sdn Bhd","MY","EAL2","","12/20/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ISCB-5-RPT-C051-CR-v1a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/SecureMetric ST3 Ace Security Target v1.1.pdf","","","",""
"Products for Digital Signatures","Advanced E-Signature ENsoft v1.1","Euronovate SA","IT","EAL1,ASE_OBJ.2,ASE_REQ.2,ASE_SPD.1","","09/18/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/rc_ensoft_v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/tds_ensoft_v1.5.pdf","","","",""
"Products for Digital Signatures","SafeNet Luna PCI Configured for Use in Luna SA 4.5.1 (RF) with Backup","SafeNet Inc.","NL","EAL4+,ADV_IMP.2,ALC_FLR.2,AVA_CCA.1,AVA_MSU.3,AVA_VLA.4","CRYPTO_MOD_CSP_SIGN_OP_BACKUP_V0.28","08/02/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/[CR] NSCIB-CC-12-36718-CR.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/[ST] CR-3636_5.pdf","","","",""
"Products for Digital Signatures","CardOS V5.0 with Application for QES, V1.0","Atos IT Solutions and Services GmbH","DE","EAL4+,AVA_VAN.5","","07/26/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/0833a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0833b_pdf.pdf","","","",""
"Products for Digital Signatures","STARCOS 3.5 ID ECC C1R","Giesecke &#38; Devrient GmbH","DE","EAL4+,AVA_VAN.5","PP_SSCD_PART2_V1.03","04/19/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/0880a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0880b_pdf.pdf","","","",""
"Products for Digital Signatures","Controlador Java de la Secretaría de Estado de Administraciones Públicas para el DNIe v1.4","Ministerio de Hacienda y Administraciones Públicas","ES","EAL1","","11/12/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/2012-11-INF-1062-CR.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2012-11-DS.pdf","","","",""
"Products for Digital Signatures","Crypto.X v2.3.6.1","Inixa S.L.","ES","EAL1","PPSCVA-T2-EAL1_V2.0","11/08/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/2011-34-INF-1022-CR.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2011-34-DS.pdf","","","",""
"Products for Digital Signatures","Driver DNIe PKCS#11 v1.0","FNMT-RCM","ES","EAL1","","11/08/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/2011-43-INF-974-CR.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2011-43-DS.pdf","","","",""
"Products for Digital Signatures","eSigna Crypto v2.1.1","Indenova S.L.","ES","EAL1","PPSCVA-T2-EAL1_V2.0","11/08/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/2011-31-INF-1016-CR.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2011-31-DS.pdf","","","",""
"Products for Digital Signatures","cv act ePasslet/ePKI v3.6","cv cryptovision GmbH","DE","EAL4+,AVA_VAN.5","PP_SSCD_PART2_V1.03","09/10/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/0804a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0804b_pdf.pdf","","","",""
"Products for Digital Signatures","STARCOS 3.5 ID ECC C1","Giesecke &#38; Devrient GmbH","DE","EAL4+,AVA_VAN.5","PP_SSCD_PART2_V1.03","08/31/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/0769a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0769b_pdf.pdf","","","",""
"Products for Digital Signatures","Verizon UniCERT 5.3.4.1","Verizon Business","AU","EAL4+,ALC_FLR.2","","07/23/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/verizon_CR.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/verizon_ST.pdf","","","",""
"Products for Digital Signatures","Driver DNIe Card Module v1.0","FNMT-RCM","ES","EAL1","","07/16/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/2011-42-INF-973-CR.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2011-42-DS.pdf","","","",""
"Products for Digital Signatures","AdSigner","Dictao","FR","EAL3+,ALC_FLR.3,AVA_VAN.3","PP-ACSE_CCV3.1","06/04/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC_2012-26fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2012-26en.pdf","","","",""
"Products for Digital Signatures","SmartApp SIGN 2.2","Polska Wytwórnia Papierów Warto?ciowych S.A.","DE","EAL4+,ALC_DVS.2,AVA_VAN.5","PP_SSCD_PART2_V1.03","02/06/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/0694a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0694b_pdf.pdf","","","",""
"Products for Digital Signatures","TCOS Signature Module Version 1.0 Release 1/SLE78CLX480P","T-Systems International GMBH","DE","EAL4+,AVA_VAN.5","","12/21/2011","","http://www.commoncriteriaportal.org:80/files/epfiles/0732a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0732b_pdf.pdf","","","",""
"Products for Digital Signatures","Worldline Signer One sur assistant personnel","Atos Worldline","FR","EAL3+,ALC_FLR.3,AVA_VAN.3","PP-ACSE_CCV3.1","11/30/2011","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC_2011-60fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2011-60fr.pdf","","","",""
"Products for Digital Signatures","Worldline Signer One sur poste de travail","Atos Worldline","FR","EAL3+,ALC_FLR.3,AVA_VAN.3","","11/15/2011","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC_2011-32fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2011-32fr.pdf","","","",""
"Products for Digital Signatures","Governikus – Teil der Virtuellen Poststelle des Bundes (Basis) Version 3.3.1.3","Bremen online services GmbH and Co. KG","DE","EAL3+,ADO_DEL.2,ADV_IMP.1,ADV_LLD.1,ALC_TAT.1,AVA_MSU.3,AVA_VLA.4","","04/15/2011","","http://www.commoncriteriaportal.org:80/files/epfiles/0654a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0654b_pdf.pdf","","","",""
"Products for Digital Signatures","Governikus – Teil der Virtuellen Poststelle des Bundes (OSCI) Version 3.3.1.3","Bremen online services GmbH and Co. KG","DE","EAL3+,ADO_DEL.2,ADV_IMP.1,ADV_LLD.1,ALC_TAT.1,AVA_MSU.3,AVA_VLA.4","","04/15/2011","","http://www.commoncriteriaportal.org:80/files/epfiles/0563a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0563b_pdf.pdf","","","",""
"Products for Digital Signatures","Governikus – Teil der Virtuellen Poststelle des Bundes (Verifikationsmodul) Version 3.3.1.3","Bremen online services GmbH and Co. KG","DE","EAL3+,ADO_DEL.2,ADV_IMP.1,ADV_LLD.1,ALC_TAT.1,AVA_MSU.3,AVA_VLA.4","","04/15/2011","","http://www.commoncriteriaportal.org:80/files/epfiles/0562a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0562b_pdf.pdf","","","",""
